img_id,class_id,class_name,image_path
ILSVRC2012_val_00009359,n02488291,langur,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00009359.JPEG
ILSVRC2012_val_00014815,n02123159,tiger cat,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00014815.JPEG
ILSVRC2012_val_00005644,n03791053,motor scooter,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00005644.JPEG
ILSVRC2012_val_00012344,n03944341,pinwheel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00012344.JPEG
ILSVRC2012_val_00000163,n03733805,measuring cup,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00000163.JPEG
ILSVRC2012_val_00025415,n02951358,canoe,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00025415.JPEG
ILSVRC2012_val_00041687,n03673027,liner,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00041687.JPEG
ILSVRC2012_val_00034162,n07583066,guacamole,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00034162.JPEG
ILSVRC2012_val_00038236,n02281787,lycaenid,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00038236.JPEG
ILSVRC2012_val_00006042,n04125021,safe,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00006042.JPEG
ILSVRC2012_val_00035507,n02823428,beer bottle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00035507.JPEG
ILSVRC2012_val_00019009,n04501370,turnstile,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00019009.JPEG
ILSVRC2012_val_00024392,n04501370,turnstile,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00024392.JPEG
ILSVRC2012_val_00025907,n04356056,sunglasses,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00025907.JPEG
ILSVRC2012_val_00028566,n03982430,pool table,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00028566.JPEG
ILSVRC2012_val_00049386,n04277352,spindle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00049386.JPEG
ILSVRC2012_val_00027608,n02229544,cricket,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00027608.JPEG
ILSVRC2012_val_00012750,n04258138,solar dish,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00012750.JPEG
ILSVRC2012_val_00010884,n02326432,hare,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00010884.JPEG
ILSVRC2012_val_00014598,n01748264,Indian cobra,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00014598.JPEG
ILSVRC2012_val_00030659,n07730033,cardoon,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00030659.JPEG
ILSVRC2012_val_00047509,n02013706,limpkin,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00047509.JPEG
ILSVRC2012_val_00036052,n02002724,black stork,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00036052.JPEG
ILSVRC2012_val_00006342,n01968897,chambered nautilus,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00006342.JPEG
ILSVRC2012_val_00024914,n01829413,hornbill,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00024914.JPEG
ILSVRC2012_val_00030478,n01644900,tailed frog,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00030478.JPEG
ILSVRC2012_val_00022423,n03991062,pot,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00022423.JPEG
ILSVRC2012_val_00016282,n03379051,football helmet,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00016282.JPEG
ILSVRC2012_val_00032606,n02444819,otter,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00032606.JPEG
ILSVRC2012_val_00021753,n01828970,bee eater,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00021753.JPEG
ILSVRC2012_val_00045425,n07753592,banana,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00045425.JPEG
ILSVRC2012_val_00012287,n03976467,Polaroid camera,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00012287.JPEG
ILSVRC2012_val_00018895,n02013706,limpkin,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00018895.JPEG
ILSVRC2012_val_00003199,n03763968,military uniform,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00003199.JPEG
ILSVRC2012_val_00043757,n03992509,potter's wheel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00043757.JPEG
ILSVRC2012_val_00009170,n03478589,half track,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00009170.JPEG
ILSVRC2012_val_00001431,n02672831,accordion,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00001431.JPEG
ILSVRC2012_val_00023051,n07920052,espresso,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00023051.JPEG
ILSVRC2012_val_00033135,n06785654,crossword puzzle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00033135.JPEG
ILSVRC2012_val_00008627,n02108915,French bulldog,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00008627.JPEG
ILSVRC2012_val_00017959,n12620546,hip,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00017959.JPEG
ILSVRC2012_val_00039642,n03733281,maze,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00039642.JPEG
ILSVRC2012_val_00026145,n03180011,desktop computer,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00026145.JPEG
ILSVRC2012_val_00034172,n02018207,American coot,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00034172.JPEG
ILSVRC2012_val_00041215,n02950826,cannon,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00041215.JPEG
ILSVRC2012_val_00036704,n01855032,red-breasted merganser,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00036704.JPEG
ILSVRC2012_val_00022582,n04201297,shoji,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00022582.JPEG
ILSVRC2012_val_00007036,n07754684,jackfruit,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00007036.JPEG
ILSVRC2012_val_00017710,n02454379,armadillo,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00017710.JPEG
ILSVRC2012_val_00021910,n12620546,hip,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00021910.JPEG
ILSVRC2012_val_00006257,n02109047,Great Dane,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00006257.JPEG
ILSVRC2012_val_00023273,n04037443,racer,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00023273.JPEG
ILSVRC2012_val_00013125,n02325366,wood rabbit,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00013125.JPEG
ILSVRC2012_val_00020616,n02319095,sea urchin,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00020616.JPEG
ILSVRC2012_val_00027145,n01537544,indigo bunting,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00027145.JPEG
ILSVRC2012_val_00036638,n03761084,microwave,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00036638.JPEG
ILSVRC2012_val_00049634,n03785016,moped,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00049634.JPEG
ILSVRC2012_val_00033240,n02804414,bassinet,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00033240.JPEG
ILSVRC2012_val_00044448,n02672831,accordion,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00044448.JPEG
ILSVRC2012_val_00003335,n02077923,sea lion,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00003335.JPEG
ILSVRC2012_val_00030003,n03874293,paddlewheel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00030003.JPEG
ILSVRC2012_val_00011205,n02106166,Border collie,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00011205.JPEG
ILSVRC2012_val_00012748,n04118776,rule,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00012748.JPEG
ILSVRC2012_val_00033131,n06794110,street sign,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00033131.JPEG
ILSVRC2012_val_00015425,n02091831,Saluki,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00015425.JPEG
ILSVRC2012_val_00045366,n03803284,muzzle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00045366.JPEG
ILSVRC2012_val_00042364,n03930313,picket fence,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00042364.JPEG
ILSVRC2012_val_00014582,n02791270,barbershop,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00014582.JPEG
ILSVRC2012_val_00043763,n02100583,vizsla,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00043763.JPEG
ILSVRC2012_val_00023585,n03866082,overskirt,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00023585.JPEG
ILSVRC2012_val_00000358,n02894605,breakwater,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00000358.JPEG
ILSVRC2012_val_00008221,n01828970,bee eater,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00008221.JPEG
ILSVRC2012_val_00021674,n04392985,tape player,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00021674.JPEG
ILSVRC2012_val_00000987,n03724870,mask,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00000987.JPEG
ILSVRC2012_val_00028378,n02939185,caldron,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00028378.JPEG
ILSVRC2012_val_00046151,n02097209,standard schnauzer,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00046151.JPEG
ILSVRC2012_val_00040411,n02412080,ram,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00040411.JPEG
ILSVRC2012_val_00020961,n02102480,Sussex spaniel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00020961.JPEG
ILSVRC2012_val_00009688,n02086910,papillon,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00009688.JPEG
ILSVRC2012_val_00037438,n03792782,mountain bike,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00037438.JPEG
ILSVRC2012_val_00029748,n04120489,running shoe,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00029748.JPEG
ILSVRC2012_val_00046679,n03496892,harvester,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00046679.JPEG
ILSVRC2012_val_00027792,n02808304,bath towel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00027792.JPEG
ILSVRC2012_val_00010599,n04553703,washbasin,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00010599.JPEG
ILSVRC2012_val_00006825,n03954731,plane,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00006825.JPEG
ILSVRC2012_val_00020324,n04118776,rule,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00020324.JPEG
ILSVRC2012_val_00037043,n04482393,tricycle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00037043.JPEG
ILSVRC2012_val_00024929,n03791053,motor scooter,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00024929.JPEG
ILSVRC2012_val_00021801,n02113799,standard poodle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00021801.JPEG
ILSVRC2012_val_00045267,n03717622,manhole cover,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00045267.JPEG
ILSVRC2012_val_00012768,n01749939,green mamba,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00012768.JPEG
ILSVRC2012_val_00021552,n03724870,mask,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00021552.JPEG
ILSVRC2012_val_00033910,n02808440,bathtub,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00033910.JPEG
ILSVRC2012_val_00028702,n02099849,Chesapeake Bay retriever,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00028702.JPEG
ILSVRC2012_val_00019557,n04596742,wok,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00019557.JPEG
ILSVRC2012_val_00031104,n03630383,lab coat,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00031104.JPEG
ILSVRC2012_val_00022239,n01917289,brain coral,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00022239.JPEG
ILSVRC2012_val_00014911,n02085782,Japanese spaniel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00014911.JPEG
ILSVRC2012_val_00000756,n02119789,kit fox,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00000756.JPEG
ILSVRC2012_val_00047792,n02966193,carousel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00047792.JPEG
ILSVRC2012_val_00011542,n04259630,sombrero,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00011542.JPEG
ILSVRC2012_val_00017306,n03393912,freight car,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00017306.JPEG
ILSVRC2012_val_00004290,n03599486,jinrikisha,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00004290.JPEG
ILSVRC2012_val_00010099,n02095314,wire-haired fox terrier,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00010099.JPEG
ILSVRC2012_val_00042400,n02111129,Leonberg,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00042400.JPEG
ILSVRC2012_val_00048507,n03394916,French horn,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00048507.JPEG
ILSVRC2012_val_00028200,n04465501,tractor,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00028200.JPEG
ILSVRC2012_val_00016958,n03630383,lab coat,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00016958.JPEG
ILSVRC2012_val_00010120,n02808304,bath towel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00010120.JPEG
ILSVRC2012_val_00043611,n07684084,French loaf,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00043611.JPEG
ILSVRC2012_val_00018423,n02391049,zebra,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00018423.JPEG
ILSVRC2012_val_00007789,n02791124,barber chair,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00007789.JPEG
ILSVRC2012_val_00044103,n02328150,Angora,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00044103.JPEG
ILSVRC2012_val_00044053,n07873807,pizza,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00044053.JPEG
ILSVRC2012_val_00004473,n04597913,wooden spoon,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00004473.JPEG
ILSVRC2012_val_00032801,n03666591,lighter,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00032801.JPEG
ILSVRC2012_val_00014004,n02906734,broom,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00014004.JPEG
ILSVRC2012_val_00041989,n02391049,zebra,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00041989.JPEG
ILSVRC2012_val_00010280,n13054560,bolete,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00010280.JPEG
ILSVRC2012_val_00049727,n02536864,coho,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00049727.JPEG
ILSVRC2012_val_00011972,n04418357,theater curtain,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00011972.JPEG
ILSVRC2012_val_00029892,n03733131,maypole,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00029892.JPEG
ILSVRC2012_val_00049269,n04476259,tray,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00049269.JPEG
ILSVRC2012_val_00032886,n02977058,cash machine,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00032886.JPEG
ILSVRC2012_val_00022184,n03832673,notebook,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00022184.JPEG
ILSVRC2012_val_00027122,n02699494,altar,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00027122.JPEG
ILSVRC2012_val_00045469,n02089867,Walker hound,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00045469.JPEG
ILSVRC2012_val_00011726,n02133161,American black bear,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00011726.JPEG
ILSVRC2012_val_00020642,n02481823,chimpanzee,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00020642.JPEG
ILSVRC2012_val_00032446,n07697537,hotdog,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00032446.JPEG
ILSVRC2012_val_00002523,n02692877,airship,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00002523.JPEG
ILSVRC2012_val_00013317,n04476259,tray,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00013317.JPEG
ILSVRC2012_val_00004067,n04258138,solar dish,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00004067.JPEG
ILSVRC2012_val_00017204,n03124170,cowboy hat,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00017204.JPEG
ILSVRC2012_val_00046591,n02111277,Newfoundland,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00046591.JPEG
ILSVRC2012_val_00007110,n07718472,cucumber,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00007110.JPEG
ILSVRC2012_val_00044880,n12267677,acorn,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00044880.JPEG
ILSVRC2012_val_00041571,n04357314,sunscreen,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00041571.JPEG
ILSVRC2012_val_00040738,n03877845,palace,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00040738.JPEG
ILSVRC2012_val_00037942,n03673027,liner,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00037942.JPEG
ILSVRC2012_val_00020802,n02417914,ibex,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00020802.JPEG
ILSVRC2012_val_00016484,n02096177,cairn,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00016484.JPEG
ILSVRC2012_val_00005429,n01930112,nematode,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00005429.JPEG
ILSVRC2012_val_00017060,n04004767,printer,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00017060.JPEG
ILSVRC2012_val_00022403,n04081281,restaurant,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00022403.JPEG
ILSVRC2012_val_00031901,n03742115,medicine chest,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00031901.JPEG
ILSVRC2012_val_00039986,n04049303,rain barrel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00039986.JPEG
ILSVRC2012_val_00028532,n04548362,wallet,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00028532.JPEG
ILSVRC2012_val_00000702,n03933933,pier,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00000702.JPEG
ILSVRC2012_val_00042484,n02128757,snow leopard,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00042484.JPEG
ILSVRC2012_val_00034899,n12620546,hip,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00034899.JPEG
ILSVRC2012_val_00008310,n02110627,affenpinscher,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00008310.JPEG
ILSVRC2012_val_00038609,n04423845,thimble,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00038609.JPEG
ILSVRC2012_val_00024454,n02834397,bib,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00024454.JPEG
ILSVRC2012_val_00021015,n01614925,bald eagle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00021015.JPEG
ILSVRC2012_val_00041299,n03085013,computer keyboard,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00041299.JPEG
ILSVRC2012_val_00002990,n03888257,parachute,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00002990.JPEG
ILSVRC2012_val_00048263,n04266014,space shuttle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00048263.JPEG
ILSVRC2012_val_00011849,n03980874,poncho,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00011849.JPEG
ILSVRC2012_val_00018030,n12768682,buckeye,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00018030.JPEG
ILSVRC2012_val_00005293,n03781244,monastery,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00005293.JPEG
ILSVRC2012_val_00013534,n04553703,washbasin,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00013534.JPEG
ILSVRC2012_val_00009483,n02883205,bow tie,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00009483.JPEG
ILSVRC2012_val_00004194,n04465501,tractor,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00004194.JPEG
ILSVRC2012_val_00040155,n03450230,gown,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00040155.JPEG
ILSVRC2012_val_00048978,n01756291,sidewinder,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00048978.JPEG
ILSVRC2012_val_00046794,n02795169,barrel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00046794.JPEG
ILSVRC2012_val_00010603,n02640242,sturgeon,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00010603.JPEG
ILSVRC2012_val_00019672,n02536864,coho,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00019672.JPEG
ILSVRC2012_val_00011374,n02279972,monarch,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00011374.JPEG
ILSVRC2012_val_00040704,n01693334,green lizard,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00040704.JPEG
ILSVRC2012_val_00031007,n03874293,paddlewheel,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00031007.JPEG
ILSVRC2012_val_00035949,n04152593,screen,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00035949.JPEG
ILSVRC2012_val_00042930,n01882714,koala,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00042930.JPEG
ILSVRC2012_val_00015231,n02776631,bakery,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00015231.JPEG
ILSVRC2012_val_00047625,n04286575,spotlight,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00047625.JPEG
ILSVRC2012_val_00049758,n04548362,wallet,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00049758.JPEG
ILSVRC2012_val_00023700,n01768244,trilobite,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00023700.JPEG
ILSVRC2012_val_00024041,n04254120,soap dispenser,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00024041.JPEG
ILSVRC2012_val_00042874,n10565667,scuba diver,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00042874.JPEG
ILSVRC2012_val_00038652,n02415577,bighorn,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00038652.JPEG
ILSVRC2012_val_00021670,n03649909,lawn mower,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00021670.JPEG
ILSVRC2012_val_00025023,n02011460,bittern,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00025023.JPEG
ILSVRC2012_val_00000759,n02791124,barber chair,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00000759.JPEG
ILSVRC2012_val_00038266,n01753488,horned viper,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00038266.JPEG
ILSVRC2012_val_00005680,n04525038,velvet,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00005680.JPEG
ILSVRC2012_val_00034456,n01883070,wombat,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00034456.JPEG
ILSVRC2012_val_00048810,n02319095,sea urchin,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00048810.JPEG
ILSVRC2012_val_00018701,n02112350,keeshond,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00018701.JPEG
ILSVRC2012_val_00027009,n03026506,Christmas stocking,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00027009.JPEG
ILSVRC2012_val_00033887,n03000134,chainlink fence,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00033887.JPEG
ILSVRC2012_val_00049986,n02802426,basketball,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00049986.JPEG
ILSVRC2012_val_00036022,n04243546,slot,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00036022.JPEG
ILSVRC2012_val_00017662,n03854065,organ,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00017662.JPEG
ILSVRC2012_val_00009454,n13044778,earthstar,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00009454.JPEG
ILSVRC2012_val_00029113,n03908714,pencil sharpener,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00029113.JPEG
ILSVRC2012_val_00044939,n03544143,hourglass,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00044939.JPEG
ILSVRC2012_val_00026027,n02108422,bull mastiff,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00026027.JPEG
ILSVRC2012_val_00006504,n04376876,syringe,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00006504.JPEG
ILSVRC2012_val_00016961,n07860988,dough,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00016961.JPEG
ILSVRC2012_val_00010879,n04370456,sweatshirt,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00010879.JPEG
ILSVRC2012_val_00008897,n04380533,table lamp,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00008897.JPEG
ILSVRC2012_val_00031386,n01632777,axolotl,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00031386.JPEG
ILSVRC2012_val_00027068,n03792972,mountain tent,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00027068.JPEG
ILSVRC2012_val_00013977,n04357314,sunscreen,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00013977.JPEG
ILSVRC2012_val_00005907,n02883205,bow tie,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00005907.JPEG
ILSVRC2012_val_00028191,n09332890,lakeside,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00028191.JPEG
ILSVRC2012_val_00007109,n02093859,Kerry blue terrier,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00007109.JPEG
ILSVRC2012_val_00034991,n04350905,suit,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00034991.JPEG
ILSVRC2012_val_00035425,n01742172,boa constrictor,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00035425.JPEG
ILSVRC2012_val_00046298,n09332890,lakeside,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00046298.JPEG
ILSVRC2012_val_00048737,n02096437,Dandie Dinmont,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00048737.JPEG
ILSVRC2012_val_00017222,n01669191,box turtle,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00017222.JPEG
ILSVRC2012_val_00044961,n03290653,entertainment center,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00044961.JPEG
ILSVRC2012_val_00000542,n03250847,drumstick,ILSVRC/Data/CLS-LOC/val/ILSVRC2012_val_00000542.JPEG
